ID,prefLabel,altLabel,definition,broader,isProcedureFor,exactMatch,closeMatch,source link
https://w3id.org/eusoilvoc#PavementStability,pavement stability,,,soil engineering functions,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#PavementStability,,
https://w3id.org/eusoilvoc#Pavements,pavements,pavement,,land cover,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Pavement,,
https://w3id.org/eusoilvoc#availableWaterHoldingCapacityProcedure-PAWHC_calcul-fc100wp,PAWHC_calcul-fc100wp,,"Plant available water holding capacity of the soil fine earth fraction, calculated with field capacity defined at 100 cm (pF 2.0)",,available water holding capacity,http://w3id.org/glosis/model/procedure/availableWaterHoldingCapacityProcedure-PAWHC_calcul-fc100wp,,http://w3id.org/glosis/model/procedure/availableWaterHoldingCapacityProcedure-PAWHC_calcul-fc100wp
https://w3id.org/eusoilvoc#availableWaterHoldingCapacityProcedure-PAWHC_calcul-fc200wp,PAWHC_calcul-fc200wp,,"Plant available water holding capacity of the soil fine earth fraction, calculated with field capacity defined at 200 cm (pF 2.3)",,available water holding capacity,http://w3id.org/glosis/model/procedure/availableWaterHoldingCapacityProcedure-PAWHC_calcul-fc200wp,,http://w3id.org/glosis/model/procedure/availableWaterHoldingCapacityProcedure-PAWHC_calcul-fc200wp
https://w3id.org/eusoilvoc#availableWaterHoldingCapacityProcedure-PAWHC_calcul-fc300wp,PAWHC_calcul-fc300wp,,"Plant available water holding capacity of the soil fine earth fraction, calculated with field capacity defined at 300 cm (pF 2.5)",,available water holding capacity,http://w3id.org/glosis/model/procedure/availableWaterHoldingCapacityProcedure-PAWHC_calcul-fc300wp,,http://w3id.org/glosis/model/procedure/availableWaterHoldingCapacityProcedure-PAWHC_calcul-fc300wp
https://w3id.org/eusoilvoc#Peat,peat,,,soil physical properties,,http://aims.fao.org/aos/agrovoc/c_5647 | http://opendata.inrae.fr/thesaurusINRAE/c_11527 | http://www.eionet.europa.eu/gemet/concept/6081 | https://soilwise-he.github.io/soil-health#Peat,,
https://w3id.org/eusoilvoc#PeatDecompostion,peat decompostion,,"The Peat Decomposition evaluates the degree of decomposition in organic soils or peat. Categories include fibric (least decomposed), hemic (moderately decomposed), and sapric (highly decomposed), which influence soil fertility and drainage. Source: Soil Survey Manual (USDA, 2017).",peat,,http://w3id.org/glosis/model/layerhorizon/peatDecompostionProperty,,http://w3id.org/glosis/model/layerhorizon/peatDecompostionProperty
https://w3id.org/eusoilvoc#PeatDrainage,peat drainage,,"The Peat Drainage assesses the water removal capacity in peat soils, essential for determining their suitability for agriculture, conservation, or other uses. Poorly drained peat often accumulates organic material due to low decomposition rates. Source: FAO (2006). Guidelines for Soil Description.",peat,,http://w3id.org/glosis/model/layerhorizon/peatDrainageProperty,,http://w3id.org/glosis/model/layerhorizon/peatDrainageProperty
https://w3id.org/eusoilvoc#PeatVolume,peat volume,,"The Peat Volume quantifies the proportion of peat material in a given soil volume. It is critical for land use planning, carbon sequestration assessments, and wetland management. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.",peat,,http://w3id.org/glosis/model/layerhorizon/peatVolumeProperty,,http://w3id.org/glosis/model/layerhorizon/peatVolumeProperty
https://w3id.org/eusoilvoc#PercentWaterStableAggregation,percent water stable aggregation,,,soil aggregation index,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#PercentWaterStableAggregation,,
https://w3id.org/eusoilvoc#Percolation,percolation,,,water interchange,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Percolation | http://opendata.inrae.fr/thesaurusINRAE/c_13237,,
https://w3id.org/eusoilvoc#PermanentCharge,permanent charge,,,soil surface charge,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#PermanentCharge,,
https://w3id.org/eusoilvoc#PermanentWiltingPoint,permanent wilting point,,,soil moisture contents,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#PermanentWiltingPoint,,
https://w3id.org/eusoilvoc#PesticideUse,pesticide use,,,soil management,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#PesticideUse,,
https://w3id.org/eusoilvoc#pFcurve,pF curve,,,soil water physical properties,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#pFcurve,,
https://w3id.org/eusoilvoc#pHProcedure-pHCaCl2,pHCaCl2,,pHCaCl2 (soil reaction) in a soil/CaCl2 solution (0.01-1 M),,soil pH,http://w3id.org/glosis/model/procedure/pHProcedure-pHCaCl2,,http://w3id.org/glosis/model/procedure/pHProcedure-pHCaCl2
https://w3id.org/eusoilvoc#pHProcedure-pHCaCl2_ratio1-1,pHCaCl2_ratio1-1,,pHCaCl2 (soil reaction) in 1:1 soil/1 M CaCl2 solution (1 M),pHCaCl2,,http://w3id.org/glosis/model/procedure/pHProcedure-pHCaCl2_ratio1-1,,http://w3id.org/glosis/model/procedure/pHProcedure-pHCaCl2_ratio1-1
https://w3id.org/eusoilvoc#pHProcedure-pHCaCl2_ratio1-10,pHCaCl2_ratio1-10,,pHCaCl2 (soil reaction) in 1:10 soil/CaCl2 solution (0.01-1 M),pHCaCl2,,http://w3id.org/glosis/model/procedure/pHProcedure-pHCaCl2_ratio1-10,,http://w3id.org/glosis/model/procedure/pHProcedure-pHCaCl2_ratio1-10
https://w3id.org/eusoilvoc#pHProcedure-pHCaCl2_ratio1-2,pHCaCl2_ratio1-2,,pHCaCl2 (soil reaction) in 1:2 soil/CaCl2 solution (0.01-1 M),pHCaCl2,,http://w3id.org/glosis/model/procedure/pHProcedure-pHCaCl2_ratio1-2,,http://w3id.org/glosis/model/procedure/pHProcedure-pHCaCl2_ratio1-2
https://w3id.org/eusoilvoc#pHProcedure-pHCaCl2_ratio1-2.5,pHCaCl2_ratio1-2.5,,pHCaCl2 (soil reaction) in 1:2.5 soil/CaCl2 solution (0.01-1 M),pHCaCl2,,http://w3id.org/glosis/model/procedure/pHProcedure-pHCaCl2_ratio1-2.5,,http://w3id.org/glosis/model/procedure/pHProcedure-pHCaCl2_ratio1-2.5
https://w3id.org/eusoilvoc#pHProcedure-pHCaCl2_ratio1-5,pHCaCl2_ratio1-5,,pHCaCl2 (soil reaction) in 1:5 soil/CaCl2 solution (0.01-1 M),pHCaCl2,,http://w3id.org/glosis/model/procedure/pHProcedure-pHCaCl2_ratio1-5,,http://w3id.org/glosis/model/procedure/pHProcedure-pHCaCl2_ratio1-5
https://w3id.org/eusoilvoc#pHProcedure-pHCaCl2_sat,pHCaCl2_sat,,pHCaCl2 (soil reaction) in saturated paste,pHCaCl2,,http://w3id.org/glosis/model/procedure/pHProcedure-pHCaCl2_sat,,http://w3id.org/glosis/model/procedure/pHProcedure-pHCaCl2_sat
https://w3id.org/eusoilvoc#pHProcedure-pHH2O,pHH2O,,pHH2O (soil reaction) in a soil/water solution,,soil pH,http://w3id.org/glosis/model/procedure/pHProcedure-pHH2O,,http://w3id.org/glosis/model/procedure/pHProcedure-pHH2O
https://w3id.org/eusoilvoc#pHProcedure-pHH2O_ratio1-1,pHH2O_ratio1-1,,pHH2O (soil reaction) in 1:1 soil/water solution,pHH2O,,http://w3id.org/glosis/model/procedure/pHProcedure-pHH2O_ratio1-1,,http://w3id.org/glosis/model/procedure/pHProcedure-pHH2O_ratio1-1
https://w3id.org/eusoilvoc#pHProcedure-pHH2O_ratio1-10,pHH2O_ratio1-10,,pHH2O (soil reaction) in 1:10 soil/water solution,pHH2O,,http://w3id.org/glosis/model/procedure/pHProcedure-pHH2O_ratio1-10,,http://w3id.org/glosis/model/procedure/pHProcedure-pHH2O_ratio1-10
https://w3id.org/eusoilvoc#pHProcedure-pHH2O_ratio1-2,pHH2O_ratio1-2,,pHH2O (soil reaction) in 1:2 soil/water solution,pHH2O,,http://w3id.org/glosis/model/procedure/pHProcedure-pHH2O_ratio1-2,,http://w3id.org/glosis/model/procedure/pHProcedure-pHH2O_ratio1-2
https://w3id.org/eusoilvoc#pHProcedure-pHH2O_ratio1-2.5,pHH2O_ratio1-2.5,,pHH2O (soil reaction) in 1:2.5 soil/water solution,pHH2O,,http://w3id.org/glosis/model/procedure/pHProcedure-pHH2O_ratio1-2.5,,http://w3id.org/glosis/model/procedure/pHProcedure-pHH2O_ratio1-2.5
https://w3id.org/eusoilvoc#pHProcedure-pHH2O_ratio1-5,pHH2O_ratio1-5,,pHH2O (soil reaction) in 1:5 soil/water solution,pHH2O,,http://w3id.org/glosis/model/procedure/pHProcedure-pHH2O_ratio1-5,,http://w3id.org/glosis/model/procedure/pHProcedure-pHH2O_ratio1-5
https://w3id.org/eusoilvoc#pHProcedure-pHH2O_sat,pHH2O_sat,,pHH2O (soil reaction) in water saturated paste,pHH2O,,http://w3id.org/glosis/model/procedure/pHProcedure-pHH2O_sat,,http://w3id.org/glosis/model/procedure/pHProcedure-pHH2O_sat
https://w3id.org/eusoilvoc#pHProcedure-pHH2O_unkn-spec,pHH2O_unkn-spec,,Spectrally measured and converted to pHH2O (soil reaction) in unknown soil/water solution,pHH2O,,http://w3id.org/glosis/model/procedure/pHProcedure-pHH2O_unkn-spec,,http://w3id.org/glosis/model/procedure/pHProcedure-pHH2O_unkn-spec
https://w3id.org/eusoilvoc#pHProcedure-pHKCl,pHKCl,,pHKCl (soil reaction) in a soil/KCl solution (0.01-1 M),,soil pH,http://w3id.org/glosis/model/procedure/pHProcedure-pHKCl,,http://w3id.org/glosis/model/procedure/pHProcedure-pHKCl
https://w3id.org/eusoilvoc#pHProcedure-pHKCl_ratio1-1,pHKCl_ratio1-1,,pHKCl (soil reaction) in 1:1 soil/KCl solution (1 M),pHKCl,,http://w3id.org/glosis/model/procedure/pHProcedure-pHKCl_ratio1-1,,http://w3id.org/glosis/model/procedure/pHProcedure-pHKCl_ratio1-1
https://w3id.org/eusoilvoc#pHProcedure-pHKCl_ratio1-10,pHKCl_ratio1-10,,pHKCl (soil reaction) in 1:10 soil/KCl solution (0.01-1 M),pHKCl,,http://w3id.org/glosis/model/procedure/pHProcedure-pHKCl_ratio1-10,,http://w3id.org/glosis/model/procedure/pHProcedure-pHKCl_ratio1-10
https://w3id.org/eusoilvoc#pHProcedure-pHKCl_ratio1-2,pHKCl_ratio1-2,,pHKCl (soil reaction) in 1:2 soil/KCl solution (0.01-1 M),pHKCl,,http://w3id.org/glosis/model/procedure/pHProcedure-pHKCl_ratio1-2,,http://w3id.org/glosis/model/procedure/pHProcedure-pHKCl_ratio1-2
https://w3id.org/eusoilvoc#pHProcedure-pHKCl_ratio1-2.5,pHKCl_ratio1-2.5,,pHKCl (soil reaction) in 1:2.5 soil/KCl solution (0.01-1 M),pHKCl,,http://w3id.org/glosis/model/procedure/pHProcedure-pHKCl_ratio1-2.5,,http://w3id.org/glosis/model/procedure/pHProcedure-pHKCl_ratio1-2.5
https://w3id.org/eusoilvoc#pHProcedure-pHKCl_ratio1-5,pHKCl_ratio1-5,,pHKCl (soil reaction) in 1:5 soil/KCl solution (0.01-1 M),pHKCl,,http://w3id.org/glosis/model/procedure/pHProcedure-pHKCl_ratio1-5,,http://w3id.org/glosis/model/procedure/pHProcedure-pHKCl_ratio1-5
https://w3id.org/eusoilvoc#pHProcedure-pHKCl_sat,pHKCl_sat,,pHKCl (soil reaction) in saturated paste,,soil pH,http://w3id.org/glosis/model/procedure/pHProcedure-pHKCl_sat,,http://w3id.org/glosis/model/procedure/pHProcedure-pHKCl_sat
https://w3id.org/eusoilvoc#pHProcedure-pHNaF,pHNaF,,pHNaF (soil reaction) in a soil/NaF solution (0.01-1 M),,soil pH,http://w3id.org/glosis/model/procedure/pHProcedure-pHNaF,,http://w3id.org/glosis/model/procedure/pHProcedure-pHNaF
https://w3id.org/eusoilvoc#pHProcedure-pHNaF_ratio1-1,pHNaF_ratio1-1,,pHNaF (soil reaction) in 1:1 soil/NaF solution (1 M),pHNaF,,http://w3id.org/glosis/model/procedure/pHProcedure-pHNaF_ratio1-1,,http://w3id.org/glosis/model/procedure/pHProcedure-pHNaF_ratio1-1
https://w3id.org/eusoilvoc#pHProcedure-pHNaF_ratio1-10,pHNaF_ratio1-10,,pHNaF (soil reaction) in 1:10 soil/NaF solution (0.01-1 M),pHNaF,,http://w3id.org/glosis/model/procedure/pHProcedure-pHNaF_ratio1-10,,http://w3id.org/glosis/model/procedure/pHProcedure-pHNaF_ratio1-10
https://w3id.org/eusoilvoc#pHProcedure-pHNaF_ratio1-2,pHNaF_ratio1-2,,pHNaF (soil reaction) in 1:2 soil/NaF solution (0.01-1 M),pHNaF,,http://w3id.org/glosis/model/procedure/pHProcedure-pHNaF_ratio1-2,,http://w3id.org/glosis/model/procedure/pHProcedure-pHNaF_ratio1-2
https://w3id.org/eusoilvoc#pHProcedure-pHNaF_ratio1-2.5,pHNaF_ratio1-2.5,,pHNaF (soil reaction) in 1:2.5 soil/NaF solution (0.01-1 M),pHNaF,,http://w3id.org/glosis/model/procedure/pHProcedure-pHNaF_ratio1-2.5,,http://w3id.org/glosis/model/procedure/pHProcedure-pHNaF_ratio1-2.5
https://w3id.org/eusoilvoc#pHProcedure-pHNaF_ratio1-5,pHNaF_ratio1-5,,pHNaF (soil reaction) in 1:5 soil/NaF solution (0.01-1 M),pHNaF,,http://w3id.org/glosis/model/procedure/pHProcedure-pHNaF_ratio1-5,,http://w3id.org/glosis/model/procedure/pHProcedure-pHNaF_ratio1-5
https://w3id.org/eusoilvoc#pHProcedure-pHNaF_sat,pHNaF_sat,,pHNaF (soil reaction) in saturated paste,pHNaF,,http://w3id.org/glosis/model/procedure/pHProcedure-pHNaF_sat,,http://w3id.org/glosis/model/procedure/pHProcedure-pHNaF_sat
https://w3id.org/eusoilvoc#Phosphorus,phosphorus,,,macronutrients,,http://aims.fao.org/aos/agrovoc/c_5804 | http://opendata.inrae.fr/thesaurusINRAE/c_15709 | http://www.eionet.europa.eu/gemet/concept/6196,,
https://w3id.org/eusoilvoc#PhosphorusExtractableElements,phosphorus extractable elements,,Phosphorus bound to the soil matrix but that can be released into the soil solution (i.e. become bio-available),phosphorus,,http://w3id.org/glosis/model/codelists/physioChemicalPropertyCode-Phoext,,http://w3id.org/glosis/model/codelists/physioChemicalPropertyCode-Phoext
https://w3id.org/eusoilvoc#PhosphorusRetention,phosphorus retention,,"Phosphorus retention measures a soil's capacity to adsorb and hold phosphorus, influenced by soil texture, pH, and mineralogy. While high retention reduces leaching, it may also limit phosphorus availability to plants. Understanding phosphorus retention helps optimize fertilization and minimize environmental impacts. Source: Brady & Weil (2017).",phosphorus,,http://w3id.org/glosis/model/codelists/physioChemicalPropertyCode-Phoret,,http://w3id.org/glosis/model/codelists/physioChemicalPropertyCode-Phoret
https://w3id.org/eusoilvoc#PhosphorusTotalElements,phosphorus total elements,,"Total phosphorus includes all forms of phosphorus in the soil, both organic and inorganic. While only a fraction is plant-available, total phosphorus serves as a long-term reserve for crop nutrition. Adequate phosphorus levels are crucial for energy transfer, photosynthesis, and root development in plants. Source: Soil Chemistry by Bohn et al.",phosphorus,,http://w3id.org/glosis/model/codelists/physioChemicalPropertyCode-Photot,,http://w3id.org/glosis/model/codelists/physioChemicalPropertyCode-Photot
https://w3id.org/eusoilvoc#Physiography,physiography,,"Physiography describes the physical characteristics of a landscape, including its landforms, slopes, and elevation. These features influence soil properties such as drainage, erosion, and moisture retention, helping to determine soil suitability for various land uses. Source: FAO, 'Soil Geography and Mapping'",,,http://aims.fao.org/aos/agrovoc/c_5836 | http://w3id.org/glosis/model/siteplot/physiographyProperty,,http://w3id.org/glosis/model/siteplot/physiographyProperty
https://w3id.org/eusoilvoc#PlanetaryPhenomena,planetary phenomena,planetary phenomenon,,,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#PlanetaryPhenomena,,
https://w3id.org/eusoilvoc#PlantAvailableWaterCapacity,plant available water capacity,,,soil physical capacity | soil water retention index,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#PlantAvailableWaterCapacity,,
https://w3id.org/eusoilvoc#PlantAvailableWaterContents,plant available water contents,plant available water content,,soil water contents,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#PlantAvailableWaterContent,,
https://w3id.org/eusoilvoc#PlantCover,plant cover,,,land cover,,http://aims.fao.org/aos/agrovoc/c_25409 | http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#PlantCover | https://soilwise-he.github.io/soil-health#PlantCover,http://opendata.inrae.fr/thesaurusINRAE/c_3326,
https://w3id.org/eusoilvoc#PlantNutrientUptake,plant nutrient uptake,,,soil agricultural functions,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#PlantNutrientUptake,,
https://w3id.org/eusoilvoc#PlantPart,plant part,,,plant cover,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#PlantPart | http://opendata.inrae.fr/thesaurusINRAE/c_26194 | https://soilwise-he.github.io/soil-health#PlantPart,,
https://w3id.org/eusoilvoc#PlantRespiration,plant respiration,,,soil agricultural functions,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#PlantRespiration | http://opendata.inrae.fr/thesaurusINRAE/c_5853,,
https://w3id.org/eusoilvoc#PlantWaterUptake,plant water uptake,,,soil agricultural functions,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#PlantWaterUptake,,
https://w3id.org/eusoilvoc#PlasticConsistence,plastic consistence,,,soil consistence,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#PlasticConsistence,,
https://w3id.org/eusoilvoc#PoreAbundance,pore abundance,pores abundance,"The Pores Abundance describes the quantity of soil pores, ranging from few to many. It influences water infiltration, root growth, and soil aeration. Pore abundance is crucial for assessing soil health and productivity. Source: Soil Survey Manual (USDA, 2017).",soil pores,,http://w3id.org/glosis/model/layerhorizon/poresAbundanceProperty,,http://w3id.org/glosis/model/layerhorizon/poresAbundanceProperty
https://w3id.org/eusoilvoc#porosityProcedure-Poros_calcul-pf0,Poros_calcul-pf0,,Porosity calculated from volumetric moisture content at pF 0 (1 cm),,soil porosity,http://w3id.org/glosis/model/procedure/porosityProcedure-Poros_calcul-pf0,,http://w3id.org/glosis/model/procedure/porosityProcedure-Poros_calcul-pf0
https://w3id.org/eusoilvoc#PorosityClass,porosity class,,"The Porosity Class classifies soil by the proportion of pore spaces, typically expressed as a percentage. Classes include high, medium, or low porosity, influencing water and air movement in the soil. Source: Soil Science Society of America (SSSA) Glossary.",soil description,,http://w3id.org/glosis/model/layerhorizon/porosityClassProperty,,http://w3id.org/glosis/model/layerhorizon/porosityClassProperty
https://w3id.org/eusoilvoc#Potassium,potassium,,,macronutrients,,http://aims.fao.org/aos/agrovoc/c_6139 | http://opendata.inrae.fr/thesaurusINRAE/c_15734 | https://soilwise-he.github.io/soil-health#Potassium,,
https://w3id.org/eusoilvoc#PotassiumExchangeableBases,potassium exchangeable bases,potassium exchangeable base,Potassium bound to exchange surfaces in the soil such as clay minerals and organic matter that can be released to the soil solution upon exchange,potassium,,http://w3id.org/glosis/model/codelists/physioChemicalPropertyCode-Potexc,,http://w3id.org/glosis/model/codelists/physioChemicalPropertyCode-Potexc
https://w3id.org/eusoilvoc#PotassiumExtractableElements,potassium extractable elements,,Potassium bound to the soil matrix but that can be released into the soil solution (i.e. become bio-available),potassium,,http://w3id.org/glosis/model/codelists/physioChemicalPropertyCode-Potext,,http://w3id.org/glosis/model/codelists/physioChemicalPropertyCode-Potext
https://w3id.org/eusoilvoc#PotassiumTotalElements,potassium total elements,,"Total potassium includes all forms of potassium in soil, such as mineral-bound, exchangeable, and water-soluble potassium. It plays a vital role in plant growth by regulating water balance, enzyme activation, and photosynthesis. While only a fraction of total potassium is readily available to plants, it serves as a reserve to replenish exchangeable potassium over time. Adequate potassium levels improve crop yield, quality, and resistance to stress. Source: Soil Science Society of America.",potassium,,http://w3id.org/glosis/model/codelists/physioChemicalPropertyCode-Pottot,,http://w3id.org/glosis/model/codelists/physioChemicalPropertyCode-Pottot
https://w3id.org/eusoilvoc#Precipitation,precipitation,,,water interchange,,http://aims.fao.org/aos/agrovoc/c_6161 | http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Precipitation | https://data.geoscience.earth/ncl/ISO11074v2025/3.339 | https://soilwise-he.github.io/soil-health#Precipitation,,
https://w3id.org/eusoilvoc#ProfileControlledWaterInfiltration,profile controlled water infiltration,,,soil water infiltration,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#ProfileControlledWaterInfiltration,,
https://w3id.org/eusoilvoc#ProfileDescriptionStatus,profile description status,,"The Profile Description Status indicates the level of detail and accuracy in documenting the features of a soil profile, including its horizons, texture, structure, and other observable characteristics. This property ensures that the soil profile description meets standards for completeness, enabling reliable classification and analysis. It is a critical aspect of soil studies, providing the basis for land-use planning, environmental assessment, and agricultural decision-making. Source: Schoeneberger, P.J., Wysocki, D.A., Benham, E.C., & Soil Survey Staff. (2012). Field Book for Describing and Sampling Soils. USDA-NRCS.",soil description,,http://w3id.org/glosis/model/profile/profileDescriptionStatusProperty,,http://w3id.org/glosis/model/profile/profileDescriptionStatusProperty
https://w3id.org/eusoilvoc#ProvisioningServices,provisioning services,provisioning service,,ecosystem services,,http://aims.fao.org/aos/agrovoc/c_7e12eb3f | https://soilwise-he.github.io/soil-health#ProvisioningServices,,
https://w3id.org/eusoilvoc#Rain,rain,,,precipitation,,http://aims.fao.org/aos/agrovoc/c_6435 | http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Rain | http://opendata.inrae.fr/thesaurusINRAE/c_11627 | http://www.eionet.europa.eu/gemet/concept/6947,,
https://w3id.org/eusoilvoc#ReactiveSolutes,reactive solutes,reactive solute,,nonconservative solutes,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#ReactiveSolute,,
https://w3id.org/eusoilvoc#RegulatingServices,regulating services,regulating service,,ecosystem services,,http://aims.fao.org/aos/agrovoc/c_eff3625d | https://soilwise-he.github.io/soil-health#RegulatingServices,,
https://w3id.org/eusoilvoc#ResidualShrinkage,residual shrinkage,,,soil shrinkage,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#ResidualShrinkage,,
https://w3id.org/eusoilvoc#phosphorusRetentionProcedure-RetentP_blakemore,RetentP_blakemor,,P retention at ~pH4.6  (acc. Blakemore 1987),,phosphorus retention,http://w3id.org/glosis/model/procedure/phosphorusRetentionProcedure-RetentP_blakemore,,http://w3id.org/glosis/model/procedure/phosphorusRetentionProcedure-RetentP_blakemore
https://w3id.org/eusoilvoc#phosphorusRetentionProcedure-RetentP_unkn-spec,RetentP_unkn-spec,,Spectrally measured and converted to P retention (P buffer index),,phosphorus retention,http://w3id.org/glosis/model/procedure/phosphorusRetentionProcedure-RetentP_unkn-spec,,http://w3id.org/glosis/model/procedure/phosphorusRetentionProcedure-RetentP_unkn-spec
https://w3id.org/eusoilvoc#Road,road,,,pavements,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Road | http://opendata.inrae.fr/thesaurusINRAE/c_21732 | http://www.eionet.europa.eu/gemet/concept/7272,,
https://w3id.org/eusoilvoc#Rock,rock,,,fragments,,http://aims.fao.org/aos/agrovoc/c_6628 | http://opendata.inrae.fr/thesaurusINRAE/c_11600 | http://www.eionet.europa.eu/gemet/concept/7298,,
https://w3id.org/eusoilvoc#RockAbundance,rock abundance,,"The Rock Abundance refers to the proportion or percentage of rock fragments in the soil profile. High rock abundance can affect soil tillage, water retention, root penetration, and overall soil fertility. It is often used to assess land suitability for agriculture and vegetation. Source: FAO (2006). Guidelines for Soil Description (4th ed.). Food and Agriculture Organization of the United Nations.",rock,,http://w3id.org/glosis/model/common/rockAbundanceProperty,,http://w3id.org/glosis/model/common/rockAbundanceProperty
https://w3id.org/eusoilvoc#RockOutcropCover,rock outcrop cover,rock outcrops cover,"Rock Outcrops Cover measures the extent to which rock outcrops (exposed bedrock or rock masses) cover the landscape. The presence of rock outcrops can influence soil depth and water retention, as well as contribute to erosion and landscape stability, particularly in areas with minimal soil cover. Source: USDA NRCS, 'Soil Survey Manual'",rock outcrops,,http://w3id.org/glosis/model/siteplot/rockOutcropsCoverProperty,,http://w3id.org/glosis/model/siteplot/rockOutcropsCoverProperty
https://w3id.org/eusoilvoc#RockOutcropDistance,rock outcrop distance,rock outcrops distance,"Rock Outcrops Distance quantifies the distance from a given point or area to the nearest rock outcrop. The proximity to rock outcrops can influence soil development, with areas closer to outcrops often having thinner soils and higher vulnerability to erosion. Source: FAO, 'Soil Formation and Classification'",rock outcrops,,http://w3id.org/glosis/model/siteplot/rockOutcropsDistanceProperty,,http://w3id.org/glosis/model/siteplot/rockOutcropsDistanceProperty
https://w3id.org/eusoilvoc#RockOutcrops,rock outcrops,rock outcrop,,geology,,,,
https://w3id.org/eusoilvoc#RockShape,rock shape,,"The Rock Shape describes the physical form of rock fragments in the soil, which can range from angular to rounded. Angular rocks are generally a sign of recent weathering, while rounded rocks have been smoothed by long-term weathering processes. The shape of rocks influences soil texture, drainage, and tillage requirements. Source: FAO (2006). Guidelines for Soil Description (4th ed.). Food and Agriculture Organization of the United Nations.",rock,,http://w3id.org/glosis/model/common/rockShapeProperty,,http://w3id.org/glosis/model/common/rockShapeProperty
https://w3id.org/eusoilvoc#RockSize,rock size,,"The Rock Size refers to the dimensions of the rock fragments present in the soil. Rocks are typically classified by their size, from small gravel to large boulders. Larger rocks can limit root growth, hinder water infiltration, and complicate soil management practices. Source: Soil Science Society of America. (2008). Soil Science Glossary. Soil Science Society of America.",rock,,http://w3id.org/glosis/model/common/rockSizeProperty,,http://w3id.org/glosis/model/common/rockSizeProperty
https://w3id.org/eusoilvoc#RootAbundance,root abundance,roots abundance,"The Roots Abundance describes the quantity of plant roots within a soil profile, typically categorized as few, common, or many. Root abundance reflects plant-soil interactions, soil fertility, and the physical structure that supports vegetation. Source: Soil Survey Manual (USDA, 2017).",roots,,http://w3id.org/glosis/model/layerhorizon/rootsAbundanceProperty,,http://w3id.org/glosis/model/layerhorizon/rootsAbundanceProperty
https://w3id.org/eusoilvoc#RootBiomass,root biomass,,,biomass,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#RootBiomass | http://opendata.inrae.fr/thesaurusINRAE/c_6400,,
https://w3id.org/eusoilvoc#RootGrowth,root growth,,,soil agricultural functions | soil biological processes,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#RootGrowth | http://opendata.inrae.fr/thesaurusINRAE/c_6851 | https://soilwise-he.github.io/soil-health#RootGrowth,,
https://w3id.org/eusoilvoc#RootPresence,root presence,roots presence,"The Roots Presence identifies whether roots are visible in a soil profile or horizon. It indicates biological activity, soil health, and the suitability of the soil for plant growth. Roots are commonly observed during soil surveys and are classified by type and density. Source: Soil Survey Staff (2014). Keys to Soil Taxonomy.",roots,,http://w3id.org/glosis/model/layerhorizon/rootsPresenceProperty,,http://w3id.org/glosis/model/layerhorizon/rootsPresenceProperty
https://w3id.org/eusoilvoc#RootRespiration,root respiration,,,soil biological processes,,http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#RootRespiration | http://opendata.inrae.fr/thesaurusINRAE/c_8243,,
https://w3id.org/eusoilvoc#Roots,roots,root,,plant part,,http://aims.fao.org/aos/agrovoc/c_6651 | http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Root | https://soilwise-he.github.io/soil-health#Roots,,
https://w3id.org/eusoilvoc#Runoff,runoff,,,water interchange,,http://aims.fao.org/aos/agrovoc/c_35388 | http://imash.leeds.ac.uk/ontologies/atu/SoilPhysics.owl#Runoff | http://opendata.inrae.fr/thesaurusINRAE/c_4876 | http://www.eionet.europa.eu/gemet/concept/7340,,
